Year	State	Producer Type	Energy Source	CO2 (Metric Tons)	SO2 (Metric Tons)	NOx (Metric Tons)
2018	AK	Electric Utility	All Sources	2641943	1594	16398
2018	AK	Electric Utility	Coal	687109	592	897
2018	AK	Electric Utility	Natural Gas	1346076	6	9409
2018	AK	Electric Utility	Petroleum	608758	996	6092
2018	AK	IPP NAICS-22 Cogen	All Sources	317902	437	724
2018	AK	IPP NAICS-22 Cogen	Coal	317902	437	724
2018	AK	Commercial Non-Cogen	All Sources	183	0	445
2018	AK	Commercial Non-Cogen	Natural Gas	138	0	3
2018	AK	Commercial Non-Cogen	Other Biomass	0	0	441
2018	AK	Commercial Non-Cogen	Petroleum	45	0	1
2018	AK	Commercial Cogen	All Sources	357839	514	608
2018	AK	Commercial Cogen	Coal	345088	491	592
2018	AK	Commercial Cogen	Petroleum	12751	23	16
2018	AK	Industrial Non-Cogen	All Sources	20708	54	466
2018	AK	Industrial Non-Cogen	Other Biomass	0	19	55
2018	AK	Industrial Non-Cogen	Petroleum	20708	35	411
2018	AK	Industrial Cogen	All Sources	50976	16	313
2018	AK	Industrial Cogen	Natural Gas	41162	0	126
2018	AK	Industrial Cogen	Petroleum	9814	16	187
2018	AK	Total Electric Power Industry	All Sources	3389551	2615	18954
2018	AK	Total Electric Power Industry	Coal	1350099	1520	2213
2018	AK	Total Electric Power Industry	Natural Gas	1387376	6	9538
2018	AK	Total Electric Power Industry	Other Biomass	0	19	496
2018	AK	Total Electric Power Industry	Petroleum	652076	1070	6707
2018	AL	Electric Utility	All Sources	39351041	10715	21062
2018	AL	Electric Utility	Coal	30307119	10642	14748
2018	AL	Electric Utility	Natural Gas	9015075	48	6248
2018	AL	Electric Utility	Petroleum	28847	25	66
2018	AL	IPP NAICS-22 Non-Cogen	All Sources	12442109	65	1479
2018	AL	IPP NAICS-22 Non-Cogen	Natural Gas	12413135	63	994
2018	AL	IPP NAICS-22 Non-Cogen	Other Biomass	0	0	454
2018	AL	IPP NAICS-22 Non-Cogen	Petroleum	28974	2	31
2018	AL	IPP NAICS-22 Cogen	All Sources	2094874	50	405
2018	AL	IPP NAICS-22 Cogen	Natural Gas	2094874	10	247
2018	AL	IPP NAICS-22 Cogen	Wood and Wood Derived Fuels	0	40	158
2018	AL	Industrial Non-Cogen	All Sources	16186	0	42
2018	AL	Industrial Non-Cogen	Natural Gas	16186	0	42
2018	AL	Industrial Cogen	All Sources	2235553	26576	8581
2018	AL	Industrial Cogen	Coal	246929	1479	497
2018	AL	Industrial Cogen	Natural Gas	1963424	9	2312
2018	AL	Industrial Cogen	Other Gases	0	2	371
2018	AL	Industrial Cogen	Petroleum	25200	59	20
2018	AL	Industrial Cogen	Wood and Wood Derived Fuels	0	25027	5381
2018	AL	Total Electric Power Industry	All Sources	56139763	37406	31569
2018	AL	Total Electric Power Industry	Coal	30554048	12121	15245
2018	AL	Total Electric Power Industry	Natural Gas	25502694	130	9843
2018	AL	Total Electric Power Industry	Other Biomass	0	0	454
2018	AL	Total Electric Power Industry	Other Gases	0	2	371
2018	AL	Total Electric Power Industry	Petroleum	83021	86	117
2018	AL	Total Electric Power Industry	Wood and Wood Derived Fuels	0	25067	5539
2018	AR	Electric Utility	All Sources	31949697	43706	18205
2018	AR	Electric Utility	Coal	24380479	43636	16660
2018	AR	Electric Utility	Natural Gas	7549434	43	1536
2018	AR	Electric Utility	Petroleum	19784	27	9
2018	AR	IPP NAICS-22 Non-Cogen	All Sources	4791733	3257	2525
2018	AR	IPP NAICS-22 Non-Cogen	Coal	4787567	3255	1920
2018	AR	IPP NAICS-22 Non-Cogen	Other Biomass	0	0	605
2018	AR	IPP NAICS-22 Non-Cogen	Petroleum	4166	2	0
2018	AR	IPP NAICS-22 Cogen	All Sources	724376	17	274
2018	AR	IPP NAICS-22 Cogen	Natural Gas	724376	4	221
2018	AR	IPP NAICS-22 Cogen	Other Biomass	0	13	53
2018	AR	Commercial Cogen	All Sources	23993	0	178
2018	AR	Commercial Cogen	Natural Gas	23993	0	68
2018	AR	Commercial Cogen	Other Biomass	0	0	110
2018	AR	Industrial Cogen	All Sources	859654	12205	5021
2018	AR	Industrial Cogen	Coal	159522	480	330
2018	AR	Industrial Cogen	Natural Gas	671587	4	1456
2018	AR	Industrial Cogen	Other	16632	178	31
2018	AR	Industrial Cogen	Petroleum	11913	14	8
2018	AR	Industrial Cogen	Wood and Wood Derived Fuels	0	11529	3196
2018	AR	Total Electric Power Industry	All Sources	38349453	59185	26203
2018	AR	Total Electric Power Industry	Coal	29327568	47371	18910
2018	AR	Total Electric Power Industry	Natural Gas	8969390	51	3281
2018	AR	Total Electric Power Industry	Other Biomass	0	13	768
2018	AR	Total Electric Power Industry	Other	16632	178	31
2018	AR	Total Electric Power Industry	Petroleum	35863	43	17
2018	AR	Total Electric Power Industry	Wood and Wood Derived Fuels	0	11529	3196
2018	AZ	Electric Utility	All Sources	43511886	14944	36847
2018	AZ	Electric Utility	Coal	30897502	14847	25707
2018	AZ	Electric Utility	Natural Gas	12575104	91	11116
2018	AZ	Electric Utility	Petroleum	39280	6	24
2018	AZ	IPP NAICS-22 Non-Cogen	All Sources	3136895	45	946
2018	AZ	IPP NAICS-22 Non-Cogen	Natural Gas	3136895	20	325
2018	AZ	IPP NAICS-22 Non-Cogen	Other Biomass	0	0	523
2018	AZ	IPP NAICS-22 Non-Cogen	Wood and Wood Derived Fuels	0	25	98
2018	AZ	IPP NAICS-22 Cogen	All Sources	21133	0	15
2018	AZ	IPP NAICS-22 Cogen	Natural Gas	21133	0	15
2018	AZ	Commercial Non-Cogen	All Sources	36	0	0
2018	AZ	Commercial Non-Cogen	Natural Gas	16	0	0
2018	AZ	Commercial Non-Cogen	Petroleum	20	0	0
2018	AZ	Commercial Cogen	All Sources	86612	0	197
2018	AZ	Commercial Cogen	Natural Gas	86612	0	197
2018	AZ	Total Electric Power Industry	All Sources	46756562	14989	38005
2018	AZ	Total Electric Power Industry	Coal	30897502	14847	25707
2018	AZ	Total Electric Power Industry	Natural Gas	15819760	111	11653
2018	AZ	Total Electric Power Industry	Other Biomass	0	0	523
2018	AZ	Total Electric Power Industry	Petroleum	39300	6	24
2018	AZ	Total Electric Power Industry	Wood and Wood Derived Fuels	0	25	98
2018	CA	Electric Utility	All Sources	12248180	103	6108
2018	CA	Electric Utility	Geothermal	20683	0	0
2018	CA	Electric Utility	Natural Gas	12201413	61	5519
2018	CA	Electric Utility	Other Biomass	0	0	115
2018	CA	Electric Utility	Petroleum	26084	42	474
2018	CA	IPP NAICS-22 Non-Cogen	All Sources	14708489	315	15338
2018	CA	IPP NAICS-22 Non-Cogen	Geothermal	286493	0	0
2018	CA	IPP NAICS-22 Non-Cogen	Natural Gas	14275109	66	3021
2018	CA	IPP NAICS-22 Non-Cogen	Other Biomass	0	12	11260
2018	CA	IPP NAICS-22 Non-Cogen	Other	139921	48	376
2018	CA	IPP NAICS-22 Non-Cogen	Petroleum	6966	9	30
2018	CA	IPP NAICS-22 Non-Cogen	Wood and Wood Derived Fuels	0	180	651
2018	CA	IPP NAICS-22 Cogen	All Sources	7310747	351	13148
2018	CA	IPP NAICS-22 Cogen	Natural Gas	7175109	32	11279
2018	CA	IPP NAICS-22 Cogen	Other Biomass	0	0	1498
2018	CA	IPP NAICS-22 Cogen	Other	135638	288	175
2018	CA	IPP NAICS-22 Cogen	Wood and Wood Derived Fuels	0	31	196
2018	CA	Commercial Non-Cogen	All Sources	26245	4	2439
2018	CA	Commercial Non-Cogen	Natural Gas	25877	0	118
2018	CA	Commercial Non-Cogen	Other Biomass	0	4	2314
2018	CA	Commercial Non-Cogen	Petroleum	368	0	7
2018	CA	Commercial Cogen	All Sources	1240387	3	9504
2018	CA	Commercial Cogen	Natural Gas	1240035	2	4866
2018	CA	Commercial Cogen	Other Biomass	0	1	4632
2018	CA	Commercial Cogen	Petroleum	352	0	6
2018	CA	Industrial Non-Cogen	All Sources	256634	34	1177
2018	CA	Industrial Non-Cogen	Natural Gas	256633	1	773
2018	CA	Industrial Non-Cogen	Other Biomass	0	0	115
2018	CA	Industrial Non-Cogen	Other Gases	0	0	115
2018	CA	Industrial Non-Cogen	Petroleum	1	0	0
2018	CA	Industrial Non-Cogen	Wood and Wood Derived Fuels	0	33	174
2018	CA	Industrial Cogen	All Sources	7788186	509	19433
2018	CA	Industrial Cogen	Coal	1359682	327	785
2018	CA	Industrial Cogen	Natural Gas	6398216	27	16293
2018	CA	Industrial Cogen	Other Gases	0	8	1774
2018	CA	Industrial Cogen	Other	0	0	0
2018	CA	Industrial Cogen	Petroleum	30288	50	31
2018	CA	Industrial Cogen	Wood and Wood Derived Fuels	0	97	550
2018	CA	Total Electric Power Industry	All Sources	43578868	1319	67147
2018	CA	Total Electric Power Industry	Coal	1359682	327	785
2018	CA	Total Electric Power Industry	Geothermal	307176	0	0
2018	CA	Total Electric Power Industry	Natural Gas	41572392	189	41869
2018	CA	Total Electric Power Industry	Other Biomass	0	17	19934
2018	CA	Total Electric Power Industry	Other Gases	0	8	1889
2018	CA	Total Electric Power Industry	Other	275559	336	551
2018	CA	Total Electric Power Industry	Petroleum	64059	101	548
2018	CA	Total Electric Power Industry	Wood and Wood Derived Fuels	0	341	1571
2018	CO	Electric Utility	All Sources	33116661	10325	17188
2018	CO	Electric Utility	Coal	27176625	10286	15333
2018	CO	Electric Utility	Natural Gas	5926573	29	1816
2018	CO	Electric Utility	Petroleum	13463	10	39
2018	CO	IPP NAICS-22 Non-Cogen	All Sources	1177581	15	1266
2018	CO	IPP NAICS-22 Non-Cogen	Natural Gas	1177220	6	509
2018	CO	IPP NAICS-22 Non-Cogen	Other Biomass	0	0	749
2018	CO	IPP NAICS-22 Non-Cogen	Petroleum	361	0	0
2018	CO	IPP NAICS-22 Non-Cogen	Wood and Wood Derived Fuels	0	9	8
2018	CO	IPP NAICS-22 Cogen	All Sources	247820	1	624
2018	CO	IPP NAICS-22 Cogen	Natural Gas	247820	1	467
2018	CO	IPP NAICS-22 Cogen	Other Biomass	0	0	157
2018	CO	Commercial Cogen	All Sources	729	0	2
2018	CO	Commercial Cogen	Natural Gas	729	0	2
2018	CO	Industrial Cogen	All Sources	170103	307	345
2018	CO	Industrial Cogen	Coal	151912	307	295
2018	CO	Industrial Cogen	Natural Gas	18157	0	49
2018	CO	Industrial Cogen	Petroleum	34	0	1
2018	CO	Total Electric Power Industry	All Sources	34712894	10648	19425
2018	CO	Total Electric Power Industry	Coal	27328537	10593	15628
2018	CO	Total Electric Power Industry	Natural Gas	7370499	36	2843
2018	CO	Total Electric Power Industry	Other Biomass	0	0	906
2018	CO	Total Electric Power Industry	Petroleum	13858	10	40
2018	CO	Total Electric Power Industry	Wood and Wood Derived Fuels	0	9	8
2018	CT	Electric Utility	All Sources	32588	8	72
2018	CT	Electric Utility	Natural Gas	28620	0	1
2018	CT	Electric Utility	Petroleum	3968	8	71
2018	CT	IPP NAICS-22 Non-Cogen	All Sources	8675978	867	3689
2018	CT	IPP NAICS-22 Non-Cogen	Coal	391072	315	229
2018	CT	IPP NAICS-22 Non-Cogen	Natural Gas	7248026	26	868
2018	CT	IPP NAICS-22 Non-Cogen	Other Biomass	0	6	147
2018	CT	IPP NAICS-22 Non-Cogen	Other	770560	153	2073
2018	CT	IPP NAICS-22 Non-Cogen	Petroleum	266320	323	300
2018	CT	IPP NAICS-22 Non-Cogen	Wood and Wood Derived Fuels	0	44	72
2018	CT	IPP NAICS-22 Cogen	All Sources	147834	1	46
2018	CT	IPP NAICS-22 Cogen	Natural Gas	145573	0	46
2018	CT	IPP NAICS-22 Cogen	Petroleum	2261	1	0
2018	CT	Commercial Non-Cogen	All Sources	628	0	1
2018	CT	Commercial Non-Cogen	Natural Gas	589	0	0
2018	CT	Commercial Non-Cogen	Petroleum	39	0	1
2018	CT	Commercial Cogen	All Sources	282306	5	1121
2018	CT	Commercial Cogen	Natural Gas	279620	0	1119
2018	CT	Commercial Cogen	Petroleum	2686	5	2
2018	CT	Industrial Non-Cogen	All Sources	27365	0	231
2018	CT	Industrial Non-Cogen	Natural Gas	27365	0	231
2018	CT	Industrial Cogen	All Sources	424785	2	884
2018	CT	Industrial Cogen	Natural Gas	423154	0	880
2018	CT	Industrial Cogen	Petroleum	1631	2	4
2018	CT	Total Electric Power Industry	All Sources	9591484	883	6044
2018	CT	Total Electric Power Industry	Coal	391072	315	229
2018	CT	Total Electric Power Industry	Natural Gas	8152947	26	3145
2018	CT	Total Electric Power Industry	Other Biomass	0	6	147
2018	CT	Total Electric Power Industry	Other	770560	153	2073
2018	CT	Total Electric Power Industry	Petroleum	276905	339	378
2018	CT	Total Electric Power Industry	Wood and Wood Derived Fuels	0	44	72
2018	DC	Commercial Cogen	All Sources	42828	0	339
2018	DC	Commercial Cogen	Natural Gas	42828	0	118
2018	DC	Commercial Cogen	Other Biomass	0	0	221
2018	DC	Total Electric Power Industry	All Sources	42828	0	339
2018	DC	Total Electric Power Industry	Natural Gas	42828	0	118
2018	DC	Total Electric Power Industry	Other Biomass	0	0	221
2018	DE	Electric Utility	All Sources	20625	0	3
2018	DE	Electric Utility	Natural Gas	15432	0	2
2018	DE	Electric Utility	Petroleum	5193	0	1
2018	DE	IPP NAICS-22 Non-Cogen	All Sources	2485836	579	1349
2018	DE	IPP NAICS-22 Non-Cogen	Coal	400866	397	115
2018	DE	IPP NAICS-22 Non-Cogen	Natural Gas	1941343	2	589
2018	DE	IPP NAICS-22 Non-Cogen	Other Biomass	0	0	578
2018	DE	IPP NAICS-22 Non-Cogen	Petroleum	143627	180	67
2018	DE	IPP NAICS-22 Cogen	All Sources	43229	0	9
2018	DE	IPP NAICS-22 Cogen	Natural Gas	41394	0	8
2018	DE	IPP NAICS-22 Cogen	Petroleum	1835	0	1
2018	DE	Industrial Cogen	All Sources	643483	10	212
2018	DE	Industrial Cogen	Natural Gas	643483	6	64
2018	DE	Industrial Cogen	Other Biomass	0	0	136
2018	DE	Industrial Cogen	Other Gases	0	4	12
2018	DE	Total Electric Power Industry	All Sources	3193173	589	1573
2018	DE	Total Electric Power Industry	Coal	400866	397	115
2018	DE	Total Electric Power Industry	Natural Gas	2641652	8	663
2018	DE	Total Electric Power Industry	Other Biomass	0	0	714
2018	DE	Total Electric Power Industry	Other Gases	0	4	12
2018	DE	Total Electric Power Industry	Petroleum	150655	180	69
2018	FL	Electric Utility	All Sources	99216442	26436	33225
2018	FL	Electric Utility	Coal	29377523	22639	12171
2018	FL	Electric Utility	Natural Gas	67766829	613	19669
2018	FL	Electric Utility	Other Biomass	0	0	271
2018	FL	Electric Utility	Petroleum	2072090	3169	845
2018	FL	Electric Utility	Wood and Wood Derived Fuels	0	15	269
2018	FL	IPP NAICS-22 Non-Cogen	All Sources	5163020	2046	11363
2018	FL	IPP NAICS-22 Non-Cogen	Natural Gas	2547424	21	567
2018	FL	IPP NAICS-22 Non-Cogen	Other Biomass	0	30	4180
2018	FL	IPP NAICS-22 Non-Cogen	Other	2604390	1920	6276
2018	FL	IPP NAICS-22 Non-Cogen	Petroleum	11206	50	5
2018	FL	IPP NAICS-22 Non-Cogen	Wood and Wood Derived Fuels	0	25	335
2018	FL	IPP NAICS-22 Cogen	All Sources	990370	39	781
2018	FL	IPP NAICS-22 Cogen	Natural Gas	990370	4	663
2018	FL	IPP NAICS-22 Cogen	Other Biomass	0	35	118
2018	FL	Commercial Non-Cogen	All Sources	83	0	2
2018	FL	Commercial Non-Cogen	Natural Gas	83	0	2
2018	FL	Commercial Cogen	All Sources	20543	0	1026
2018	FL	Commercial Cogen	Natural Gas	20543	0	164
2018	FL	Commercial Cogen	Other Biomass	0	0	862
2018	FL	Industrial Non-Cogen	All Sources	54687	0	149
2018	FL	Industrial Non-Cogen	Natural Gas	54687	0	149
2018	FL	Industrial Cogen	All Sources	2346788	24977	12061
2018	FL	Industrial Cogen	Coal	383413	2770	556
2018	FL	Industrial Cogen	Natural Gas	1852424	10	3455
2018	FL	Industrial Cogen	Other Biomass	0	84	955
2018	FL	Industrial Cogen	Other Gases	0	8	1980
2018	FL	Industrial Cogen	Other	9370	9	62
2018	FL	Industrial Cogen	Petroleum	101581	750	155
2018	FL	Industrial Cogen	Wood and Wood Derived Fuels	0	21346	4898
2018	FL	Total Electric Power Industry	All Sources	107791933	53498	58607
2018	FL	Total Electric Power Industry	Coal	29760936	25409	12727
2018	FL	Total Electric Power Industry	Natural Gas	73232360	648	24669
2018	FL	Total Electric Power Industry	Other Biomass	0	149	6386
2018	FL	Total Electric Power Industry	Other Gases	0	8	1980
2018	FL	Total Electric Power Industry	Other	2613760	1929	6338
2018	FL	Total Electric Power Industry	Petroleum	2184877	3969	1005
2018	FL	Total Electric Power Industry	Wood and Wood Derived Fuels	0	21386	5502
2018	GA	Electric Utility	All Sources	47244582	12615	22797
2018	GA	Electric Utility	Coal	31602441	12418	20168
2018	GA	Electric Utility	Natural Gas	15534901	81	2251
2018	GA	Electric Utility	Petroleum	107240	116	378
2018	GA	IPP NAICS-22 Non-Cogen	All Sources	4840698	101	5428
2018	GA	IPP NAICS-22 Non-Cogen	Natural Gas	4773895	22	1259
2018	GA	IPP NAICS-22 Non-Cogen	Other Biomass	0	0	3665
2018	GA	IPP NAICS-22 Non-Cogen	Petroleum	66803	47	160
2018	GA	IPP NAICS-22 Non-Cogen	Wood and Wood Derived Fuels	0	32	344
2018	GA	IPP NAICS-22 Cogen	All Sources	100901	7	290
2018	GA	IPP NAICS-22 Cogen	Natural Gas	90378	0	59
2018	GA	IPP NAICS-22 Cogen	Other Biomass	0	0	198
2018	GA	IPP NAICS-22 Cogen	Petroleum	10523	4	2
2018	GA	IPP NAICS-22 Cogen	Wood and Wood Derived Fuels	0	3	31
2018	GA	Commercial Non-Cogen	All Sources	3091	5	60
2018	GA	Commercial Non-Cogen	Petroleum	3091	5	60
2018	GA	Industrial Cogen	All Sources	2614094	35282	14414
2018	GA	Industrial Cogen	Coal	650535	1259	878
2018	GA	Industrial Cogen	Natural Gas	1119193	4	2190
2018	GA	Industrial Cogen	Other Biomass	0	186	152
2018	GA	Industrial Cogen	Other	195434	2006	158
2018	GA	Industrial Cogen	Petroleum	648932	2043	568
2018	GA	Industrial Cogen	Wood and Wood Derived Fuels	0	29784	10468
2018	GA	Total Electric Power Industry	All Sources	54803366	48010	42989
2018	GA	Total Electric Power Industry	Coal	32252976	13677	21046
2018	GA	Total Electric Power Industry	Natural Gas	21518367	107	5759
2018	GA	Total Electric Power Industry	Other Biomass	0	186	4015
2018	GA	Total Electric Power Industry	Other	195434	2006	158
2018	GA	Total Electric Power Industry	Petroleum	836589	2215	1168
2018	GA	Total Electric Power Industry	Wood and Wood Derived Fuels	0	29819	10843
2018	HI	Electric Utility	All Sources	4165279	11257	11364
2018	HI	Electric Utility	Other Biomass	0	326	558
2018	HI	Electric Utility	Other	0	0	50
2018	HI	Electric Utility	Petroleum	4165279	10931	10756
2018	HI	IPP NAICS-22 Non-Cogen	All Sources	219611	315	213
2018	HI	IPP NAICS-22 Non-Cogen	Geothermal	2896	0	0
2018	HI	IPP NAICS-22 Non-Cogen	Other Biomass	0	3	46
2018	HI	IPP NAICS-22 Non-Cogen	Petroleum	216715	312	167
2018	HI	IPP NAICS-22 Cogen	All Sources	2271937	2708	2572
2018	HI	IPP NAICS-22 Cogen	Coal	1396494	277	916
2018	HI	IPP NAICS-22 Cogen	Petroleum	875443	2431	1656
2018	HI	Commercial Non-Cogen	All Sources	315005	399	779
2018	HI	Commercial Non-Cogen	Other	310736	394	776
2018	HI	Commercial Non-Cogen	Petroleum	4269	5	3
2018	HI	Industrial Cogen	All Sources	225393	332	1009
2018	HI	Industrial Cogen	Other Gases	0	0	101
2018	HI	Industrial Cogen	Petroleum	225393	332	908
2018	HI	Total Electric Power Industry	All Sources	7197225	15011	15937
2018	HI	Total Electric Power Industry	Coal	1396494	277	916
2018	HI	Total Electric Power Industry	Geothermal	2896	0	0
2018	HI	Total Electric Power Industry	Other Biomass	0	329	604
2018	HI	Total Electric Power Industry	Other Gases	0	0	101
2018	HI	Total Electric Power Industry	Other	310736	394	826
2018	HI	Total Electric Power Industry	Petroleum	5487099	14011	13490
2018	IA	Electric Utility	All Sources	29075484	30976	22079
2018	IA	Electric Utility	Coal	26332854	30944	21410
2018	IA	Electric Utility	Natural Gas	2690625	15	557
2018	IA	Electric Utility	Other Biomass	0	6	7
2018	IA	Electric Utility	Petroleum	52005	11	105
2018	IA	IPP NAICS-22 Non-Cogen	All Sources	3184	5	1400
2018	IA	IPP NAICS-22 Non-Cogen	Natural Gas	4	0	0
2018	IA	IPP NAICS-22 Non-Cogen	Other Biomass	0	1	1341
2018	IA	IPP NAICS-22 Non-Cogen	Petroleum	3180	4	59
2018	IA	IPP NAICS-22 Cogen	All Sources	5951	0	78
2018	IA	IPP NAICS-22 Cogen	Natural Gas	5951	0	16
2018	IA	IPP NAICS-22 Cogen	Other Biomass	0	0	62
2018	IA	Commercial Non-Cogen	All Sources	766	0	17
2018	IA	Commercial Non-Cogen	Natural Gas	766	0	17
2018	IA	Commercial Cogen	All Sources	403364	1986	1047
2018	IA	Commercial Cogen	Coal	220585	648	265
2018	IA	Commercial Cogen	Natural Gas	147800	0	153
2018	IA	Commercial Cogen	Other Biomass	0	3	506
2018	IA	Commercial Cogen	Petroleum	34979	1335	119
2018	IA	Commercial Cogen	Wood and Wood Derived Fuels	0	0	4
2018	IA	Industrial Non-Cogen	All Sources	136	0	3
2018	IA	Industrial Non-Cogen	Petroleum	136	0	3
2018	IA	Industrial Cogen	All Sources	4763994	805	4159
2018	IA	Industrial Cogen	Coal	4063110	795	3014
2018	IA	Industrial Cogen	Natural Gas	513687	2	1055
2018	IA	Industrial Cogen	Other Biomass	0	1	28
2018	IA	Industrial Cogen	Petroleum	187197	7	62
2018	IA	Total Electric Power Industry	All Sources	34252879	33772	28783
2018	IA	Total Electric Power Industry	Coal	30616549	32387	24689
2018	IA	Total Electric Power Industry	Natural Gas	3358833	17	1798
2018	IA	Total Electric Power Industry	Other Biomass	0	11	1944
2018	IA	Total Electric Power Industry	Petroleum	277497	1357	348
2018	IA	Total Electric Power Industry	Wood and Wood Derived Fuels	0	0	4
2018	ID	Electric Utility	All Sources	671861	2	313
2018	ID	Electric Utility	Natural Gas	671828	2	132
2018	ID	Electric Utility	Other Biomass	0	0	180
2018	ID	Electric Utility	Petroleum	33	0	1
2018	ID	IPP NAICS-22 Non-Cogen	All Sources	616131	3	467
2018	ID	IPP NAICS-22 Non-Cogen	Geothermal	2186	0	0
2018	ID	IPP NAICS-22 Non-Cogen	Natural Gas	613945	3	66
2018	ID	IPP NAICS-22 Non-Cogen	Other Biomass	0	0	401
2018	ID	IPP NAICS-22 Cogen	All Sources	0	16	1195
2018	ID	IPP NAICS-22 Cogen	Other Biomass	0	0	1059
2018	ID	IPP NAICS-22 Cogen	Wood and Wood Derived Fuels	0	16	136
2018	ID	Commercial Non-Cogen	All Sources	0	0	110
2018	ID	Commercial Non-Cogen	Other Biomass	0	0	110
2018	ID	Commercial Cogen	All Sources	25174	0	68
2018	ID	Commercial Cogen	Natural Gas	25155	0	68
2018	ID	Commercial Cogen	Petroleum	19	0	0
2018	ID	Industrial Cogen	All Sources	453316	3849	2083
2018	ID	Industrial Cogen	Coal	111117	398	215
2018	ID	Industrial Cogen	Natural Gas	342199	1	739
2018	ID	Industrial Cogen	Other Biomass	0	0	283
2018	ID	Industrial Cogen	Wood and Wood Derived Fuels	0	3450	846
2018	ID	Total Electric Power Industry	All Sources	1766482	3870	4236
2018	ID	Total Electric Power Industry	Coal	111117	398	215
2018	ID	Total Electric Power Industry	Geothermal	2186	0	0
2018	ID	Total Electric Power Industry	Natural Gas	1653127	6	1005
